iter	Passed	Remaining
6448	354341	2392920
6449	354396	2392860
6450	354450	2392800
6451	354503	2392736
6452	354558	2392681
6453	354612	2392618
6454	354666	2392554
6455	354727	2392541
6456	354781	2392482
6457	354834	2392416
6458	354887	2392346
6459	354941	2392281
6460	354995	2392220
6461	355049	2392163
6462	355110	2392144
6463	355164	2392082
6464	355220	2392040
6465	355285	2392049
6466	355334	2391952
6467	355388	2391895
6468	355449	2391880
6469	355503	2391816
6470	355557	2391758
6471	355617	2391738
6472	355678	2391719
6473	355733	2391670
6474	355788	2391614
6475	355841	2391542
6476	355898	2391501
6477	355953	2391448
6478	356007	2391386
6479	356067	2391364
6480	356122	2391314
6481	356175	2391247
6482	356226	2391162
6483	356287	2391147
6484	356343	2391098
6485	356396	2391032
6486	356446	2390942
6487	356500	2390886
6488	356555	2390827
6489	356615	2390804
6490	356672	2390767
6491	356725	2390695
6492	356780	2390643
6493	356839	2390614
6494	356893	2390553
6495	356947	2390491
6496	357006	2390466
6497	357058	2390389
6498	357118	2390371
6499	357172	2390308
6500	357223	2390225
6501	357278	2390170
6502	357334	2390127
6503	357388	2390064
6504	357441	2389996
6505	357502	2389982
6506	357556	2389916
6507	357609	2389849
6508	357661	2389778
6509	357714	2389711
6510	357769	2389655
6511	357824	2389602
6512	357880	2389550
6513	357935	2389495
6514	357989	2389434
6515	358044	2389377
6516	358102	2389349
6517	358157	2389288
6518	358216	2389264
6519	358277	2389250
6520	358333	2389203
6521	358393	2389183
6522	358453	2389156
6523	358510	2389119
6524	358565	2389065
6525	358623	2389029
6526	358683	2389006
6527	358734	2388928
6528	358789	2388871
6529	358843	2388807
6530	358897	2388745
6531	358956	2388717
6532	359013	2388682
6533	359065	2388605
6534	359119	2388540
6535	359173	2388481
6536	359230	2388443
6537	359284	2388381
6538	359338	2388319
6539	359394	2388267
6540	359448	2388210
6541	359508	2388189
6542	359563	2388132
6543	359618	2388077
6544	359672	2388016
6545	359728	2387969
6546	359783	2387911
6547	359839	2387863
6548	359893	2387804
6549	359946	2387737
6550	360002	2387690
6551	360058	2387639
6552	360114	2387594
6553	360169	2387536
6554	360221	2387465
6555	360277	2387412
6556	360338	2387403
6557	360399	2387383
6558	360458	2387356
6559	360509	2387277
6560	360563	2387213
6561	360618	2387160
6562	360672	2387099
6563	360726	2387041
6564	360780	2386974
6565	360837	2386934
6566	360896	2386904
6567	360949	2386839
6568	361003	2386777
6569	361056	2386708
6570	361116	2386688
6571	361170	2386624
6572	361222	2386552
6573	361282	2386532
6574	361336	2386470
6575	361400	2386472
6576	361454	2386413
6577	361508	2386354
6578	361562	2386287
6579	361618	2386241
6580	361672	2386183
6581	361726	2386121
6582	361779	2386051
6583	361835	2386000
6584	361892	2385964
6585	361948	2385917
6586	362003	2385860
6587	362060	2385815
6588	362116	2385769
6589	362163	2385662
6590	362224	2385645
6591	362277	2385581
6592	362330	2385512
6593	362382	2385440
6594	362436	2385379
6595	362487	2385298
6596	362542	2385242
6597	362596	2385180
6598	362655	2385152
6599	362709	2385090
6600	362758	2384995
6601	362812	2384931
6602	362859	2384826
6603	362913	2384764
6604	362968	2384708
6605	363022	2384647
6606	363085	2384647
6607	363143	2384613
6608	363206	2384607
6609	363261	2384558
6610	363314	2384491
6611	363373	2384460
6612	363432	2384428
6613	363486	2384369
6614	363540	2384311
6615	363601	2384296
6616	363656	2384238
6617	363711	2384182
6618	363765	2384126
6619	363823	2384090
6620	363878	2384035
6621	363933	2383981
6622	363993	2383953
6623	364047	2383897
6624	364101	2383833
6625	364161	2383809
6626	364222	2383794
6627	364280	2383759
6628	364332	2383690
6629	364387	2383635
6630	364443	2383587
6631	364502	2383554
6632	364558	2383505
6633	364615	2383469
6634	364670	2383412
6635	364725	2383359
6636	364781	2383306
6637	364845	2383313
6638	364898	2383246
6639	364962	2383248
6640	365017	2383196
6641	365071	2383132
6642	365127	2383083
6643	365181	2383023
6644	365234	2382959
6645	365296	2382945
6646	365351	2382889
6647	365406	2382835
6648	365459	2382772
6649	365515	2382719
6650	365570	2382664
6651	365631	2382649
6652	365685	2382591
6653	365740	2382536
6654	365796	2382485
6655	365851	2382433
6656	365909	2382397
6657	365963	2382337
6658	366014	2382256
6659	366068	2382196
6660	366128	2382171
6661	366182	2382110
6662	366241	2382084
6663	366295	2382019
6664	366350	2381964
6665	366410	2381941
6666	366469	2381916
6667	366527	2381877
6668	366580	2381813
6669	366642	2381804
6670	366701	2381772
6671	366754	2381704
6672	366812	2381668
6673	366863	2381587
6674	366918	2381537
6675	366972	2381474
6676	367026	2381413
6677	367084	2381378
6678	367138	2381314
6679	367196	2381279
6680	367254	2381247
6681	367308	2381180
6682	367365	2381139
6683	367417	2381069
6684	367479	2381056
6685	367534	2381005
6686	367588	2380943
6687	367653	2380953
6688	367708	2380895
6689	367768	2380875
6690	367823	2380819
6691	367877	2380761
6692	367938	2380743
6693	367997	2380716
6694	368045	2380616
6695	368104	2380587
6696	368159	2380531
6697	368213	2380467
6698	368268	2380411
6699	368324	2380363
6700	368379	2380310
6701	368437	2380274
6702	368492	2380219
6703	368556	2380221
6704	368613	2380179
6705	368671	2380144
6706	368726	2380089
6707	368779	2380021
6708	368840	2380006
6709	368898	2379970
6710	368953	2379916
6711	369006	2379851
6712	369060	2379785
6713	369118	2379754
6714	369180	2379742
6715	369236	2379692
6716	369290	2379631
6717	369342	2379559
6718	369396	2379495
6719	369450	2379437
6720	369509	2379405
6721	369564	2379354
6722	369624	2379327
6723	369678	2379271
6724	369738	2379248
6725	369796	2379210
6726	369850	2379149
6727	369916	2379163
6728	369970	2379102
6729	370026	2379056
6730	370091	2379064
6731	370144	2378999
6732	370199	2378942
6733	370254	2378886
6734	370309	2378836
6735	370365	2378783
6736	370420	2378731
6737	370476	2378680
6738	370538	2378672
6739	370594	2378620
6740	370651	2378581
6741	370707	2378529
6742	370763	2378482
6743	370826	2378480
6744	370888	2378472
6745	370944	2378419
6746	370999	2378367
6747	371060	2378352
6748	371116	2378302
6749	371172	2378251
6750	371230	2378218
6751	371290	2378193
6752	371344	2378134
6753	371404	2378109
6754	371464	2378084
6755	371518	2378029
6756	371572	2377964
6757	371627	2377910
6758	371686	2377880
6759	371741	2377823
6760	371794	2377758
6761	371847	2377690
6762	371900	2377623
6763	371956	2377572
6764	372009	2377508
6765	372056	2377397
6766	372106	2377316
6767	372160	2377253
6768	372219	2377224
6769	372278	2377193
6770	372332	2377132
6771	372386	2377070
6772	372445	2377044
6773	372500	2376985
6774	372558	2376950
6775	372615	2376910
6776	372670	2376851
6777	372729	2376826
6778	372784	2376771
6779	372839	2376713
6780	372892	2376647
6781	372952	2376623
6782	373010	2376584
6783	373062	2376516
6784	373117	2376457
6785	373171	2376400
6786	373225	2376337
6787	373281	2376289
6788	373344	2376281
6789	373391	2376177
6790	373446	2376123
6791	373505	2376090
6792	373560	2376039
6793	373617	2375993
6794	373671	2375932
6795	373726	2375881
6796	373785	2375852
6797	373840	2375793
6798	373898	2375758
6799	373958	2375737
6800	374014	2375687
6801	374072	2375653
6802	374133	2375632
6803	374193	2375611
6804	374247	2375551
6805	374302	2375494
6806	374358	2375447
6807	374415	2375405
6808	374471	2375353
6809	374527	2375309
6810	374584	2375264
6811	374645	2375250
6812	374700	2375191
6813	374753	2375127
6814	374811	2375092
6815	374875	2375090
6816	374930	2375036
6817	374986	2374987
6818	375041	2374931
6819	375096	2374876
6820	375154	2374842
6821	375208	2374777
6822	375262	2374719
6823	375312	2374634
6824	375369	2374591
6825	375425	2374541
6826	375479	2374480
6827	375534	2374424
6828	375594	2374404
6829	375649	2374345
6830	375703	2374287
6831	375757	2374224
6832	375812	2374171
6833	375871	2374139
6834	375932	2374119
6835	375991	2374093
6836	376047	2374044
6837	376102	2373988
6838	376156	2373925
6839	376207	2373846
6840	376259	2373770
6841	376314	2373717
6842	376366	2373645
6843	376420	2373584
6844	376476	2373533
6845	376531	2373482
6846	376592	2373462
6847	376647	2373405
6848	376703	2373359
6849	376759	2373308
6850	376813	2373247
6851	376868	2373191
6852	376923	2373139
6853	376976	2373071
6854	377034	2373037
6855	377090	2372984
6856	377144	2372923
6857	377198	2372862
6858	377251	2372793
6859	377304	2372727
6860	377365	2372711
6861	377420	2372655
6862	377479	2372628
6863	377536	2372581
6864	377601	2372589
6865	377659	2372556
6866	377714	2372497
6867	377768	2372440
6868	377822	2372380
6869	377878	2372327
6870	377932	2372270
6871	377990	2372232
6872	378044	2372171
6873	378099	2372113
6874	378156	2372072
6875	378210	2372014
6876	378266	2371960
6877	378327	2371946
6878	378381	2371885
6879	378436	2371828
6880	378496	2371806
6881	378558	2371795
6882	378614	2371742
6883	378668	2371683
6884	378724	2371635
6885	378780	2371586
6886	378835	2371534
6887	378897	2371519
6888	378951	2371456
6889	379005	2371394
6890	379064	2371366
6891	379119	2371312
6892	379179	2371288
6893	379233	2371229
6894	379288	2371171
6895	379343	2371116
6896	379399	2371065
6897	379453	2371007
6898	379509	2370958
6899	379565	2370909
6900	379619	2370847
6901	379673	2370787
6902	379728	2370730
6903	379783	2370674
6904	379840	2370632
6905	379894	2370570
6906	379958	2370570
6907	380013	2370515
6908	380067	2370457
6909	380128	2370440
6910	380183	2370382
6911	380240	2370342
6912	380300	2370317
6913	380355	2370265
6914	380409	2370200
6915	380464	2370147
6916	380519	2370089
6917	380574	2370038
6918	380628	2369975
6919	380681	2369907
6920	380737	2369855
6921	380790	2369793
6922	380844	2369727
6923	380901	2369686
6924	380955	2369623
6925	381013	2369591
6926	381067	2369526
6927	381125	2369489
6928	381178	2369425
6929	381233	2369371
6930	381292	2369340
6931	381346	2369279
6932	381404	2369242
6933	381457	2369171
6934	381512	2369115
6935	381566	2369056
6936	381619	2368988
6937	381674	2368932
6938	381728	2368874
6939	381786	2368837
6940	381841	2368778
6941	381895	2368717
6942	381946	2368639
6943	382010	2368642
6944	382065	2368586
6945	382119	2368527
6946	382179	2368498
6947	382232	2368430
6948	382287	2368380
6949	382342	2368324
6950	382402	2368299
6951	382463	2368282
6952	382523	2368255
6953	382578	2368203
6954	382634	2368154
6955	382688	2368090
6956	382748	2368070
6957	382809	2368047
6958	382865	2367998
6959	382919	2367938
6960	382974	2367882
6961	383026	2367810
6962	383082	2367763
6963	383137	2367705
6964	383192	2367650
6965	383247	2367596
6966	383301	2367536
6967	383359	2367498
6968	383415	2367447
6969	383473	2367412
6970	383530	2367368
6971	383581	2367292
6972	383636	2367236
6973	383690	2367175
6974	383746	2367122
6975	383800	2367063
6976	383854	2366998
6977	383909	2366947
6978	383966	2366905
6979	384027	2366887
6980	384085	2366848
6981	384140	2366795
6982	384194	2366731
6983	384249	2366678
6984	384309	2366653
6985	384368	2366625
6986	384423	2366570
6987	384478	2366511
6988	384533	2366454
6989	384585	2366381
6990	384642	2366342
6991	384713	2366382
6992	384772	2366355
6993	384830	2366314
6994	384885	2366260
6995	384949	2366263
6996	385007	2366227
6997	385068	2366205
6998	385118	2366122
6999	385170	2366045
7000	385229	2366017
7001	385280	2365935
7002	385333	2365872
7003	385387	2365807
7004	385447	2365781
7005	385503	2365735
7006	385558	2365676
7007	385612	2365619
7008	385659	2365516
7009	385718	2365485
7010	385772	2365424
7011	385828	2365370
7012	385882	2365313
7013	385938	2365260
7014	386000	2365249
7015	386058	2365212
7016	386113	2365155
7017	386167	2365095
7018	386221	2365034
7019	386278	2364995
7020	386332	2364934
7021	386387	2364878
7022	386444	2364830
7023	386498	2364773
7024	386556	2364735
7025	386611	2364678
7026	386663	2364608
7027	386721	2364571
7028	386780	2364536
7029	386834	2364475
7030	386889	2364421
7031	386943	2364363
7032	387007	2364359
7033	387060	2364296
7034	387122	2364281
7035	387178	2364229
7036	387234	2364184
7037	387286	2364108
7038	387338	2364038
7039	387392	2363974
7040	387450	2363936
7041	387508	2363902
7042	387562	2363836
7043	387619	2363794
7044	387672	2363729
7045	387726	2363668
7046	387781	2363610
7047	387835	2363553
7048	387890	2363497
7049	387945	2363442
7050	388000	2363384
7051	388058	2363351
7052	388119	2363328
7053	388173	2363271
7054	388229	2363217
7055	388282	2363152
7056	388336	2363091
7057	388386	2363006
7058	388441	2362948
7059	388504	2362942
7060	388558	2362881
7061	388612	2362820
7062	388666	2362759
7063	388724	2362724
7064	388789	2362725
7065	388842	2362660
7066	388894	2362584
7067	388947	2362523
7068	389001	2362457
7069	389054	2362394
7070	389112	2362352
7071	389168	2362305
7072	389227	2362275
7073	389280	2362207
7074	389334	2362144
7075	389392	2362109
7076	389445	2362043
7077	389504	2362011
7078	389560	2361963
7079	389613	2361892
7080	389666	2361829
7081	389733	2361842
7082	389791	2361807
7083	389854	2361800
7084	389909	2361746
7085	389969	2361719
7086	390022	2361653
7087	390079	2361608
7088	390134	2361553
7089	390185	2361476
7090	390247	2361464
7091	390297	2361377
7092	390352	2361324
7093	390423	2361363
7094	390483	2361338
7095	390532	2361244
7096	390593	2361229
7097	390647	2361165
7098	390700	2361096
7099	390755	2361045
7100	390813	2361008
7101	390875	2360991
7102	390927	2360919
7103	390989	2360904
7104	391043	2360846
7105	391102	2360816
7106	391156	2360756
7107	391211	2360695
7108	391264	2360629
7109	391320	2360582
7110	391376	2360532
7111	391430	2360473
7112	391485	2360416
7113	391542	2360372
7114	391597	2360314
7115	391651	2360253
7116	391706	2360200
7117	391760	2360138
7118	391814	2360077
7119	391869	2360023
7120	391925	2359972
7121	391985	2359950
7122	392039	2359888
7123	392093	2359824
7124	392148	2359773
7125	392203	2359714
7126	392258	2359657
7127	392311	2359595
7128	392370	2359561
7129	392425	2359505
7130	392480	2359451
7131	392535	2359398
7132	392594	2359366
7133	392655	2359347
7134	392714	2359314
7135	392767	2359249
7136	392822	2359189
7137	392876	2359130
7138	392937	2359109
7139	392991	2359052
7140	393043	2358977
7141	393097	2358913
7142	393152	2358857
7143	393216	2358857
7144	393272	2358809
7145	393326	2358750
7146	393382	2358697
7147	393440	2358660
7148	393499	2358628
7149	393556	2358587
7150	393611	2358529
7151	393666	2358473
7152	393719	2358409
7153	393781	2358392
7154	393842	2358376
7155	393907	2358379
7156	393959	2358309
7157	394014	2358253
7158	394075	2358233
7159	394134	2358198
7160	394191	2358157
7161	394246	2358100
7162	394299	2358036
7163	394359	2358011
7164	394414	2357954
7165	394471	2357913
7166	394526	2357853
7167	394585	2357822
7168	394639	2357763
7169	394694	2357708
7170	394749	2357653
7171	394802	2357587
7172	394856	2357523
7173	394910	2357465
7174	394962	2357391
7175	395017	2357332
7176	395071	2357272
7177	395124	2357203
7178	395178	2357142
7179	395232	2357080
7180	395286	2357023
7181	395341	2356966
7182	395395	2356905
7183	395447	2356832
7184	395502	2356776
7185	395553	2356699
7186	395609	2356645
7187	395663	2356589
7188	395721	2356547
7189	395776	2356491
7190	395829	2356429
7191	395883	2356367
7192	395933	2356278
7193	395986	2356212
7194	396040	2356150
7195	396096	2356101
7196	396155	2356072
7197	396206	2355990
7198	396263	2355951
7199	396317	2355886
7200	396371	2355824
7201	396424	2355761
7202	396478	2355698
7203	396532	2355636
7204	396586	2355572
7205	396646	2355546
7206	396700	2355487
7207	396750	2355403
7208	396809	2355369
7209	396862	2355304
7210	396915	2355237
7211	396970	2355179
7212	397025	2355126
7213	397085	2355103
7214	397140	2355046
7215	397208	2355065
7216	397261	2355002
7217	397320	2354966
7218	397374	2354905
7219	397427	2354840
7220	397480	2354773
7221	397536	2354724
7222	397591	2354666
7223	397644	2354603
7224	397704	2354574
7225	397767	2354565
7226	397823	2354516
7227	397881	2354483
7228	397937	2354429
7229	397992	2354376
7230	398051	2354345
7231	398105	2354284
7232	398160	2354229
7233	398209	2354137
7234	398266	2354096
7235	398318	2354022
7236	398373	2353963
7237	398427	2353901
7238	398487	2353876
7239	398541	2353815
7240	398604	2353811
7241	398659	2353751
7242	398717	2353715
7243	398775	2353675
7244	398834	2353646
7245	398888	2353582
7246	398941	2353519
7247	398999	2353482
7248	399058	2353446
7249	399119	2353426
7250	399173	2353370
7251	399228	2353312
7252	399286	2353273
7253	399340	2353215
7254	399395	2353156
7255	399454	2353127
7256	399509	2353073
7257	399564	2353016
7258	399617	2352945
7259	399675	2352908
7260	399728	2352842
7261	399782	2352783
7262	399836	2352723
7263	399891	2352666
7264	399948	2352621
7265	400002	2352562
7266	400056	2352500
7267	400118	2352485
7268	400177	2352455
7269	400231	2352391
7270	400285	2352329
7271	400338	2352264
7272	400398	2352240
7273	400453	2352184
7274	400508	2352128
7275	400565	2352085
7276	400620	2352029
7277	400680	2352004
7278	400739	2351972
7279	400791	2351899
7280	400848	2351852
7281	400904	2351806
7282	400960	2351751
7283	401021	2351733
7284	401073	2351663
7285	401127	2351600
7286	401183	2351551
7287	401236	2351485
7288	401291	2351427
7289	401349	2351392
7290	401417	2351409
7291	401474	2351368
7292	401532	2351331
7293	401593	2351306
7294	401643	2351227
7295	401704	2351202
7296	401757	2351139
7297	401805	2351040
7298	401878	2351088
7299	401932	2351031
7300	401992	2351002
7301	402046	2350942
7302	402103	2350901
7303	402167	2350893
7304	402219	2350823
7305	402273	2350762
7306	402332	2350731
7307	402391	2350697
7308	402450	2350667
7309	402508	2350624
7310	402560	2350557
7311	402615	2350500
7312	402669	2350440
7313	402732	2350427
7314	402791	2350398
7315	402849	2350357
7316	402905	2350308
7317	402963	2350269
7318	403018	2350214
7319	403072	2350153
7320	403136	2350150
7321	403190	2350091
7322	403245	2350035
7323	403296	2349954
7324	403355	2349926
7325	403410	2349867
7326	403462	2349798
7327	403517	2349737
7328	403572	2349687
7329	403625	2349620
7330	403680	2349563
7331	403734	2349499
7332	403789	2349448
7333	403843	2349382
7334	403904	2349366
7335	403958	2349302
7336	404023	2349303
7337	404083	2349277
7338	404137	2349219
7339	404191	2349156
7340	404246	2349099
7341	404301	2349043
7342	404356	2348991
7343	404411	2348935
7344	404466	2348879
7345	404526	2348850
7346	404581	2348795
7347	404635	2348735
7348	404695	2348711
7349	404751	2348658
7350	404813	2348643
7351	404865	2348574
7352	404913	2348478
7353	404966	2348410
7354	405020	2348347
7355	405074	2348287
7356	405122	2348191
7357	405176	2348126
7358	405229	2348064
7359	405283	2348000
7360	405338	2347947
7361	405393	2347891
7362	405446	2347823
7363	405506	2347798
7364	405572	2347807
7365	405628	2347755
7366	405687	2347723
7367	405746	2347687
7368	405804	2347651
7369	405862	2347615
7370	405918	2347563
7371	405970	2347494
7372	406025	2347437
7373	406078	2347371
7374	406132	2347309
7375	406193	2347287
7376	406252	2347256
7377	406307	2347199
7378	406363	2347150
7379	406418	2347094
7380	406473	2347036
7381	406531	2347003
7382	406586	2346942
7383	406636	2346862
7384	406690	2346801
7385	406745	2346744
7386	406804	2346713
7387	406852	2346616
7388	406906	2346554
7389	406960	2346490
7390	407015	2346437
7391	407068	2346371
7392	407123	2346316
7393	407177	2346253
7394	407232	2346200
7395	407281	2346108
7396	407335	2346048
7397	407393	2346010
7398	407455	2345992
7399	407509	2345930
7400	407570	2345912
7401	407625	2345855
7402	407680	2345800
7403	407732	2345730
7404	407789	2345685
7405	407840	2345604
7406	407894	2345547
7407	407949	2345489
7408	408004	2345432
7409	408058	2345370
7410	408109	2345296
7411	408164	2345237
7412	408219	2345183
7413	408273	2345122
7414	408327	2345063
7415	408382	2345006
7416	408442	2344981
7417	408499	2344937
7418	408553	2344872
7419	408607	2344811
7420	408661	2344750
7421	408716	2344697
7422	408775	2344661
7423	408831	2344612
7424	408888	2344569
7425	408943	2344513
7426	408996	2344447
7427	409049	2344378
7428	409098	2344290
7429	409153	2344235
7430	409207	2344175
7431	409268	2344152
7432	409323	2344094
7433	409383	2344070
7434	409437	2344011
7435	409498	2343985
7436	409557	2343957
7437	409619	2343937
7438	409673	2343877
7439	409728	2343822
7440	409783	2343765
7441	409836	2343701
7442	409891	2343647
7443	409951	2343616
7444	410008	2343572
7445	410063	2343516
7446	410122	2343486
7447	410175	2343421
7448	410231	2343367
7449	410283	2343299
7450	410340	2343252
7451	410398	2343214
7452	410453	2343161
7453	410514	2343135
7454	410568	2343075
7455	410620	2343005
7456	410675	2342950
7457	410727	2342874
7458	410781	2342816
7459	410837	2342763
7460	410895	2342728
7461	410958	2342715
7462	411016	2342680
7463	411071	2342620
7464	411126	2342566
7465	411179	2342502
7466	411232	2342433
7467	411291	2342402
7468	411348	2342357
7469	411404	2342305
7470	411458	2342244
7471	411507	2342156
7472	411561	2342095
7473	411621	2342065
7474	411676	2342010
7475	411737	2341988
7476	411790	2341921
7477	411847	2341881
7478	411901	2341816
7479	411955	2341759
7480	412014	2341727
7481	412070	2341673
7482	412124	2341615
7483	412178	2341551
7484	412232	2341494
7485	412288	2341439
7486	412342	2341379
7487	412394	2341307
7488	412448	2341248
7489	412508	2341217
7490	412567	2341187
7491	412627	2341161
7492	412687	2341130
7493	412739	2341059
7494	412794	2341002
7495	412856	2340990
7496	412915	2340958
7497	412969	2340895
7498	413024	2340840
7499	413084	2340812
7500	413144	2340782
7501	413196	2340714
7502	413255	2340679
7503	413308	2340613
7504	413362	2340549
7505	413418	2340501
7506	413473	2340443
7507	413535	2340428
7508	413586	2340352
7509	413642	2340299
7510	413696	2340241
7511	413754	2340203
7512	413812	2340163
7513	413868	2340115
7514	413922	2340053
7515	413977	2339995
7516	414030	2339929
7517	414084	2339868
7518	414141	2339823
7519	414199	2339787
7520	414253	2339723
7521	414309	2339674
7522	414369	2339648
7523	414429	2339618
7524	414483	2339561
7525	414538	2339503
7526	414592	2339442
7527	414645	2339376
7528	414700	2339320
7529	414758	2339281
7530	414813	2339227
7531	414869	2339174
7532	414931	2339157
7533	414989	2339120
7534	415052	2339108
7535	415111	2339078
7536	415166	2339021
7537	415219	2338954
7538	415275	2338903
7539	415347	2338948
7540	415398	2338868
7541	415453	2338815
7542	415508	2338755
7543	415566	2338718
7544	415622	2338669
7545	415680	2338630
7546	415737	2338587
7547	415792	2338527
7548	415846	2338470
7549	415908	2338453
7550	415971	2338440
7551	416024	2338374
7552	416074	2338293
7553	416131	2338248
7554	416209	2338319
7555	416265	2338268
7556	416318	2338202
7557	416372	2338140
7558	416426	2338081
7559	416480	2338022
7560	416532	2337946
7561	416586	2337885
7562	416640	2337824
7563	416694	2337764
7564	416747	2337697
7565	416803	2337645
7566	416858	2337593
7567	416913	2337536
7568	416973	2337507
7569	417032	2337476
7570	417087	2337422
7571	417146	2337384
7572	417203	2337340
7573	417257	2337279
7574	417315	2337243
7575	417370	2337185
7576	417424	2337126
7577	417486	2337108
7578	417541	2337050
7579	417595	2336993
7580	417648	2336927
7581	417707	2336894
7582	417761	2336831
7583	417816	2336776
7584	417871	2336719
7585	417926	2336664
7586	417980	2336604
7587	418034	2336543
7588	418088	2336482
7589	418143	2336422
7590	418197	2336364
7591	418252	2336308
7592	418316	2336301
7593	418371	2336246
7594	418431	2336222
7595	418486	2336164
7596	418540	2336103
7597	418593	2336038
7598	418654	2336016
7599	418708	2335954
7600	418768	2335924
7601	418824	2335872
7602	418882	2335836
7603	418942	2335810
7604	418997	2335753
7605	419059	2335735
7606	419116	2335689
7607	419171	2335635
7608	419228	2335589
7609	419288	2335563
7610	419341	2335498
7611	419396	2335442
7612	419455	2335407
7613	419509	2335346
7614	419563	2335286
7615	419620	2335239
7616	419679	2335204
7617	419735	2335158
7618	419789	2335097
7619	419843	2335037
7620	419897	2334973
7621	419951	2334913
7622	420010	2334881
7623	420070	2334848
7624	420128	2334813
7625	420189	2334792
7626	420244	2334736
7627	420306	2334715
7628	420365	2334683
7629	420426	2334664
7630	420481	2334607
7631	420536	2334551
7632	420594	2334514
7633	420649	2334455
7634	420702	2334387
7635	420758	2334339
7636	420811	2334273
7637	420865	2334212
7638	420926	2334187
7639	420986	2334162
7640	421042	2334113
7641	421097	2334052
7642	421152	2334000
7643	421205	2333930
7644	421258	2333866
7645	421313	2333809
7646	421363	2333727
7647	421416	2333662
7648	421469	2333593
7649	421524	2333539
7650	421579	2333482
7651	421634	2333428
7652	421689	2333369
7653	421744	2333312
7654	421798	2333253
7655	421850	2333182
7656	421904	2333119
7657	421963	2333085
7658	422017	2333026
7659	422070	2332959
7660	422128	2332920
7661	422182	2332856
7662	422242	2332831
7663	422296	2332770
7664	422353	2332724
7665	422407	2332666
7666	422460	2332599
7667	422518	2332560
7668	422574	2332506
7669	422627	2332442
7670	422683	2332390
7671	422739	2332341
7672	422797	2332301
7673	422853	2332253
7674	422909	2332201
7675	422963	2332141
7676	423021	2332100
7677	423077	2332052
7678	423136	2332015
7679	423192	2331964
7680	423246	2331906
7681	423301	2331852
7682	423358	2331805
7683	423413	2331748
7684	423471	2331713
7685	423525	2331647
7686	423580	2331592
7687	423637	2331550
7688	423696	2331514
7689	423750	2331456
7690	423812	2331439
7691	423869	2331393
7692	423925	2331340
7693	423980	2331289
7694	424034	2331222
7695	424088	2331161
7696	424141	2331100
7697	424201	2331066
7698	424258	2331026
7699	424318	2330994
7700	424372	2330933
7701	424430	2330898
7702	424484	2330837
7703	424545	2330809
7704	424599	2330752
7705	424659	2330723
7706	424713	2330663
7707	424762	2330574
7708	424823	2330549
7709	424876	2330485
7710	424932	2330432
7711	424990	2330393
7712	425048	2330354
7713	425102	2330291
7714	425161	2330260
7715	425221	2330233
7716	425276	2330175
7717	425329	2330108
7718	425382	2330044
7719	425443	2330017
7720	425496	2329954
7721	425549	2329887
7722	425604	2329831
7723	425658	2329770
7724	425713	2329714
7725	425769	2329660
7726	425823	2329604
7727	425883	2329572
7728	425936	2329507
7729	425990	2329444
7730	426046	2329397
7731	426100	2329336
7732	426155	2329279
7733	426209	2329215
7734	426263	2329158
7735	426333	2329181
7736	426387	2329123
7737	426441	2329058
7738	426499	2329020
7739	426553	2328961
7740	426608	2328902
7741	426665	2328862
7742	426722	2328815
7743	426784	2328797
7744	426838	2328733
7745	426894	2328683
7746	426947	2328620
7747	427002	2328565
7748	427054	2328491
7749	427112	2328450
7750	427167	2328397
7751	427227	2328366
7752	427281	2328309
7753	427335	2328245
7754	427391	2328193
7755	427451	2328167
7756	427510	2328133
7757	427567	2328089
7758	427630	2328076
7759	427684	2328012
7760	427743	2327978
7761	427803	2327950
7762	427858	2327894
7763	427913	2327838
7764	427968	2327786
7765	428021	2327720
7766	428084	2327705
7767	428139	2327647
7768	428194	2327593
7769	428248	2327535
7770	428303	2327475
7771	428361	2327440
7772	428417	2327385
7773	428471	2327328
7774	428526	2327269
7775	428580	2327208
7776	428634	2327150
7777	428692	2327108
7778	428753	2327088
7779	428800	2326988
7780	428855	2326931
7781	428907	2326856
7782	428964	2326816
7783	429026	2326797
7784	429081	2326742
7785	429136	2326687
7786	429190	2326625
7787	429249	2326591
7788	429305	2326540
7789	429365	2326512
7790	429419	2326448
7791	429477	2326411
7792	429532	2326354
7793	429594	2326337
7794	429649	2326282
7795	429704	2326224
7796	429758	2326161
7797	429817	2326131
7798	429874	2326083
7799	429922	2325992
7800	429977	2325933
7801	430032	2325878
7802	430095	2325864
7803	430148	2325797
7804	430207	2325767
7805	430267	2325739
7806	430323	2325685
7807	430378	2325633
7808	430434	2325579
7809	430494	2325550
7810	430550	2325501
7811	430609	2325468
7812	430670	2325445
7813	430725	2325391
7814	430785	2325361
7815	430840	2325305
7816	430895	2325246
7817	430949	2325185
7818	431002	2325121
7819	431059	2325076
7820	431114	2325021
7821	431170	2324967
7822	431225	2324910
7823	431284	2324880
7824	431339	2324821
7825	431394	2324768
7826	431450	2324717
7827	431504	2324655
7828	431559	2324599
7829	431617	2324559
7830	431671	2324500
7831	431724	2324432
7832	431781	2324389
7833	431841	2324360
7834	431895	2324299
7835	431951	2324245
7836	432005	2324184
7837	432065	2324157
7838	432126	2324135
7839	432181	2324080
7840	432242	2324055
7841	432294	2323983
7842	432349	2323928
7843	432403	2323868
7844	432457	2323807
7845	432512	2323749
